ZFIN ID	Symbol	NCBI Gene ID	Ensembl ID
ZDB-GENE-070806-105	or64a1	100150287	ENSDARG00000095060
ZDB-GENE-070806-106	or64b2	100147774	ENSDARG00000105730
ZDB-GENE-070806-108	or64b4	100151171	ENSDARG00000058762
ZDB-GENE-070806-109	or64b1	100150503	ENSDARG00000090931
ZDB-GENE-070806-11	or70a13	100151263	ENSDARG00000105792
ZDB-GENE-070806-11	or70a13	100151263	ENSDARG00000069040
ZDB-GENE-070806-110	or64f1	100149065	ENSDARG00000094092
ZDB-GENE-070806-110	or64f1	100149065	ENSDARG00000105721
ZDB-GENE-070806-111	or64g1	100148328	ENSDARG00000095222
ZDB-GENE-070806-112	or64e1	100151410	ENSDARG00000094462
ZDB-GENE-070806-113	or64g2	100150721	ENSDARG00000105808
ZDB-GENE-070806-114	or64d1	100147853	ENSDARG00000042810
ZDB-GENE-070806-12	or70a11	100149635	ENSDARG00000053813
ZDB-GENE-070806-13	or70a3	641416	ENSDARG00000044748
ZDB-GENE-070806-14	or70a17	100093709	ENSDARG00000044343
ZDB-GENE-070806-15	or60a1	100148596	ENSDARG00000100663
ZDB-GENE-070806-19	or95a1	100000097	ENSDARG00000102669
ZDB-GENE-070806-2	or55a2	100151438	ENSDARG00000105711
ZDB-GENE-070806-21	or92a7	794363	ENSDARG00000056277
ZDB-GENE-070806-22	or90a1	100001167	ENSDARG00000070341
ZDB-GENE-070806-23	or90h4	556415	ENSDARG00000105803
ZDB-GENE-070806-24	or90b2	100150771	ENSDARG00000070344
ZDB-GENE-070806-25	or90e2	100148395	ENSDARG00000105736
ZDB-GENE-070806-26	or90g2	100149850	ENSDARG00000105838
ZDB-GENE-070806-27	or90d2	100113432	ENSDARG00000091877
ZDB-GENE-070806-28	or137-8	100151470	ENSDARG00000105705
ZDB-GENE-070806-29	or137-9	100149135	ENSDARG00000105681
ZDB-GENE-070806-30	or90d3	100148137	ENSDARG00000105789
ZDB-GENE-070806-31	or90b1	100148884	ENSDARG00000044704
ZDB-GENE-070806-32	or90j1	797763	ENSDARG00000053648
ZDB-GENE-070806-34	or93a1	100331132	ENSDARG00000056911
ZDB-GENE-070806-36	or93a5	100331638	ENSDARG00000092982
ZDB-GENE-070806-36	or93a5	100331638	ENSDARG00000105798
ZDB-GENE-070806-37	or93a6	100331429	ENSDARG00000105768
ZDB-GENE-070806-38	or93a8	100331094	ENSDARG00000092193
ZDB-GENE-070806-38	or93a8	100331094	ENSDARG00000105757
ZDB-GENE-070806-39	or93a9	100331493	ENSDARG00000105741
ZDB-GENE-070806-4	or113-4	108180736	ENSDARG00000105751
ZDB-GENE-070806-40	or93a2	108180735	ENSDARG00000105735
ZDB-GENE-070806-43	or93a10p	100331168	ENSDARG00000094819
ZDB-GENE-070806-44	or94a1	799912	ENSDARG00000101798
ZDB-GENE-070806-45	or91a1	100150515	ENSDARG00000005865
ZDB-GENE-070806-46	or91a3	569405	ENSDARG00000073812
ZDB-GENE-070806-47	or92a1	100147882	ENSDARG00000105820
ZDB-GENE-070806-49	or92a3	100150061	ENSDARG00000105835
ZDB-GENE-070806-5	or55d1	100150748	
ZDB-GENE-070806-50	or92a2	100149349	ENSDARG00000105719
ZDB-GENE-070806-50	or92a2	100149349	ENSDARG00000094153
ZDB-GENE-070806-51	or30bt5	100148313	ENSDARG00000092218
ZDB-GENE-070806-52	or30bt3	80371	ENSDARG00000075128
ZDB-GENE-070806-54	or30bv1	796105	ENSDARG00000068660
ZDB-GENE-070806-55	or80a1	100861459	ENSDARG00000103685
ZDB-GENE-070806-56	or80a8	100861457	ENSDARG00000103418
ZDB-GENE-070806-57	or80a4	100861456	ENSDARG00000102614
ZDB-GENE-070806-58	or80a9	100861454	ENSDARG00000100410
ZDB-GENE-070806-59	or80a3	100861452	ENSDARG00000103192
ZDB-GENE-070806-6	or70a1	100149650	ENSDARG00000053817
ZDB-GENE-070806-60	or80a7	100861451	ENSDARG00000102921
ZDB-GENE-070806-61	or80a11	100861448	ENSDARG00000102933
ZDB-GENE-070806-62	or80a10	100861447	ENSDARG00000091143
ZDB-GENE-070806-63	or80a6	100861446	ENSDARG00000102329
ZDB-GENE-070806-64	or80a2	100861444	ENSDARG00000102662
ZDB-GENE-070806-65	or41a1	100150395	ENSDARG00000100546
ZDB-GENE-070806-66	or41a2	100073337	ENSDARG00000043142
ZDB-GENE-070806-67	or42a1	100151522	ENSDARG00000098563
ZDB-GENE-070806-67	or42a1	100151522	ENSDARG00000105796
ZDB-GENE-070806-68	or42a8	100147989	ENSDARG00000105828
ZDB-GENE-070806-69	or42a5	100148447	ENSDARG00000100272
ZDB-GENE-070806-7	or70a15	100150369	ENSDARG00000022319
ZDB-GENE-070806-74	or42a4	100148220	ENSDARG00000105708
ZDB-GENE-070806-75	or42a9	100148707	ENSDARG00000101588
ZDB-GENE-070806-76	or42b1	100150812	ENSDARG00000091172
ZDB-GENE-070806-77	or71aq1	100150478	ENSDARG00000054734
ZDB-GENE-070806-78	or71aq2	100149757	ENSDARG00000089994
ZDB-GENE-070806-79	or71at1	100149043	ENSDARG00000090892
ZDB-GENE-070806-8	or70c1	678539	ENSDARG00000044337
ZDB-GENE-070806-80	or71as2	100148300	ENSDARG00000054720
ZDB-GENE-070806-81	or71as1	100150703	ENSDARG00000054718
ZDB-GENE-070806-82	or71ar1	100151390	ENSDARG00000054719
ZDB-GENE-070806-84	or63a2	100150955	
ZDB-GENE-070806-85	or63b1	100147865	ENSDARG00000087761
ZDB-GENE-070806-86	or61a1	100149422	ENSDARG00000092558
ZDB-GENE-070806-87	or61c2	100150158	ENSDARG00000092707
ZDB-GENE-070806-88	or61c1	100151554	ENSDARG00000094326
ZDB-GENE-070806-9	or70a8	553541	ENSDARG00000044338
ZDB-GENE-070806-90	or61c3	100332319	ENSDARG00000096264
ZDB-GENE-070806-91	or62a3	100150823	ENSDARG00000093856
ZDB-GENE-070806-92	or62a1	100150140	ENSDARG00000094714
ZDB-GENE-070806-93	or62b5	100149435	ENSDARG00000095443
ZDB-GENE-070806-93	or62b5	100149435	ENSDARG00000105706
ZDB-GENE-070806-94	or62b3	100148706	ENSDARG00000095417
ZDB-GENE-070806-95	or62b4	100150375	ENSDARG00000094812
ZDB-GENE-070806-95	or62b4	100150375	ENSDARG00000105729
ZDB-GENE-070806-96	or62b1	100147987	ENSDARG00000092577
ZDB-GENE-070806-97	or62b2	100151063	ENSDARG00000093183
ZDB-GENE-070806-98	or62a2	100150394	ENSDARG00000056940
ZDB-GENE-070806-99	or62c5	100149536	ENSDARG00000091929
ZDB-GENE-070808-1	adam8b	100005593	ENSDARG00000057644
ZDB-GENE-070808-2	rnf111	100151141	ENSDARG00000078802
ZDB-GENE-070808-3	adam11	567145	ENSDARG00000079204
ZDB-GENE-070809-1	adam12b	563275	ENSDARG00000079068
ZDB-GENE-070809-4	adam15	795199	ENSDARG00000089213
ZDB-GENE-070809-5	dcst1	556016	ENSDARG00000056077
ZDB-GENE-070809-6	dcst2	556296	ENSDARG00000088693
ZDB-GENE-070810-1	adam22	100126805	ENSDARG00000060532
ZDB-GENE-070810-2	adam23a	794175	ENSDARG00000062323
ZDB-GENE-070810-6	vegfd	678512	ENSDARG00000056624
ZDB-GENE-070810-7	nkx6.3	558978	ENSDARG00000060529
ZDB-GENE-070813-1	adam19a	565342	ENSDARG00000059693
ZDB-GENE-070814-1	adamts1	565145	ENSDARG00000103519
ZDB-GENE-070814-7	adamts13	100320289	ENSDARG00000076270
ZDB-GENE-070815-1	adamts18	100150128	ENSDARG00000001999
ZDB-GENE-070815-2	adamtsl4	100333903	
ZDB-GENE-070815-3	tars2	100333765	
ZDB-GENE-070815-4	paplna	562930	ENSDARG00000027867
ZDB-GENE-070816-2	adamtsl7	556634	ENSDARG00000055439
ZDB-GENE-070816-3	adamts2a	571682	ENSDARG00000075930
ZDB-GENE-070817-2	mmp11b	565793	ENSDARG00000016718
ZDB-GENE-070817-3	mmp11a	563753	ENSDARG00000026325
ZDB-GENE-070817-4	mmp15a	561041	ENSDARG00000051962
ZDB-GENE-070817-6	mmp15b	100332426	ENSDARG00000013072
ZDB-GENE-070818-1	loxl2a	565508	ENSDARG00000044010
ZDB-GENE-070818-2	loxl3a	568839	ENSDARG00000076306
ZDB-GENE-070818-3	loxl5b	100124531	ENSDARG00000076904
ZDB-GENE-070820-1	mmp16a	564419	
ZDB-GENE-070820-10	lig4	569525	ENSDARG00000060620
ZDB-GENE-070820-11	crybb1l3	566891	ENSDARG00000007655
ZDB-GENE-070820-12	tmem151ba	100006371	ENSDARG00000060034
ZDB-GENE-070820-13	ankrd1b	564159	ENSDARG00000076192
ZDB-GENE-070820-14	aspg	100124594	ENSDARG00000052942
ZDB-GENE-070820-15	znrf2a	100124611	ENSDARG00000077855
ZDB-GENE-070820-16	zgc:171704	100124619	ENSDARG00000018048
ZDB-GENE-070820-17	cd37	100124595	ENSDARG00000075515
ZDB-GENE-070820-18	polr2k	796803	ENSDARG00000075616
ZDB-GENE-070820-19	zgc:171929	100124596	ENSDARG00000100197
ZDB-GENE-070820-2	mmp17a	570076	ENSDARG00000078915
ZDB-GENE-070820-20	f2r2.1	100124597	ENSDARG00000077638
ZDB-GENE-070820-3	zgc:158398	568894	ENSDARG00000074226
ZDB-GENE-070820-4	tmem230b	100124614	ENSDARG00000069674
ZDB-GENE-070820-5	cep76	564926	ENSDARG00000058319
ZDB-GENE-070820-6	hbegfb	407664	ENSDARG00000031246
ZDB-GENE-070820-7	spag9a	558833	ENSDARG00000074531
ZDB-GENE-070820-8	mntb	556663	ENSDARG00000073988
ZDB-GENE-070820-9	zgc:165582	100124609	ENSDARG00000074362
ZDB-GENE-070821-1	grik1b	561540	ENSDARG00000040627
ZDB-GENE-070821-2	cldn8.3	100001934	ENSDARG00000099950
ZDB-GENE-070821-3	chrnb2	561906	ENSDARG00000017790
ZDB-GENE-070821-4	chrnb1	100006941	ENSDARG00000069660
ZDB-GENE-070821-5	grik4	556582	ENSDARG00000026753
ZDB-GENE-070821-6	grik5	798791	ENSDARG00000101449
ZDB-GENE-070822-1	chrna3	568467	ENSDARG00000100991
ZDB-GENE-070822-11	zgc:171310	100124620	ENSDARG00000110627
ZDB-GENE-070822-12	smyhc2	100124599	ENSDARG00000103969
ZDB-GENE-070822-13	crp7	100124600	ENSDARG00000071456
ZDB-GENE-070822-16	ms4a17a.4	100124612	ENSDARG00000014024
ZDB-GENE-070822-18	crybb1l2	560055	ENSDARG00000016793
ZDB-GENE-070822-19	crygm2d12	100000256	ENSDARG00000069801
ZDB-GENE-070822-2	emp1	100318165	ENSDARG00000069632
ZDB-GENE-070822-20	crygm2d14	797707	ENSDARG00000087301
ZDB-GENE-070822-21	zgc:171927	100124616	ENSDARG00000033056
ZDB-GENE-070822-22	lgals9l5	100124603	ENSDARG00000087311
ZDB-GENE-070822-23	lsm5	563948	ENSDARG00000071573
ZDB-GENE-070822-24	zgc:171977	100124621	ENSDARG00000092885
ZDB-GENE-070822-26	zgc:173585	100124605	ENSDARG00000089039
ZDB-GENE-070822-27	zgc:173645	100124618	
ZDB-GENE-070822-28	hist1h2a3	100125271	ENSDARG00000070280
ZDB-GENE-070822-31	zgc:174165	100124607	
ZDB-GENE-070822-4	tmem104	565387	ENSDARG00000088560
ZDB-GENE-070822-5	spata2	568830	ENSDARG00000063250
ZDB-GENE-070822-6	syngr3b	570094	ENSDARG00000025034
ZDB-GENE-070822-7	pcsk5b	559556	ENSDARG00000060518
ZDB-GENE-070822-8	krt98	100124615	ENSDARG00000044973
ZDB-GENE-070822-9	icn2	100005083	ENSDARG00000055514
ZDB-GENE-070824-1	timp4.3	100124610	ENSDARG00000100795
ZDB-GENE-070824-4	nr4a3	548604	ENSDARG00000055854
ZDB-GENE-070828-1	cyp11c1	791124	ENSDARG00000042014
ZDB-GENE-070828-2	efcab6	492579	ENSDARG00000020735
ZDB-GENE-070830-1	trpc1	570841	ENSDARG00000061203
ZDB-GENE-070830-2	dipk2ab	100141362	ENSDARG00000055629
ZDB-GENE-070831-1	kirrel3l	557315	ENSDARG00000104665
ZDB-GENE-070905-1	cep78	564741	ENSDARG00000039229
ZDB-GENE-070905-2	crfb2	777653	ENSDARG00000040332
ZDB-GENE-070905-3	crfb4	797527	ENSDARG00000068711
ZDB-GENE-070905-4	il10ra	777651	ENSDARG00000100383
ZDB-GENE-070906-1	ints6	569456	ENSDARG00000013025
ZDB-GENE-070907-1	sft2d3	407688	ENSDARG00000070284
ZDB-GENE-070907-2	cxcl11.1	798892	ENSDARG00000100662
ZDB-GENE-070910-1	map3k3	560211	ENSDARG00000060348
ZDB-GENE-070911-1	aqp9b	570191	ENSDARG00000053480
ZDB-GENE-070911-2	clstn2a	100125749	ENSDARG00000060637
ZDB-GENE-070911-3	spsb4a	557906	ENSDARG00000016084
ZDB-GENE-070912-1	tagln	751758	ENSDARG00000045408
ZDB-GENE-070912-105	ftr95	100005532	ENSDARG00000073735
ZDB-GENE-070912-106	ftr30	100535574	ENSDARG00000095448
ZDB-GENE-070912-107	ftr31	108179017	ENSDARG00000092745
ZDB-GENE-070912-109	ftr33	791496	ENSDARG00000095032
ZDB-GENE-070912-11	cbln12	100007940	ENSDARG00000068232
ZDB-GENE-070912-110	ftr34	100301513	ENSDARG00000079614
ZDB-GENE-070912-111	ftr35	100005754	ENSDARG00000089388
ZDB-GENE-070912-112	slc7a14a	566270	ENSDARG00000010816
ZDB-GENE-070912-116	si:ch211-155e24.3	100150696	ENSDARG00000105127
ZDB-GENE-070912-124	zeb1a	100004929	ENSDARG00000016788
ZDB-GENE-070912-126	ftr16	562315	ENSDARG00000032043
ZDB-GENE-070912-129	asap1a	100170829	ENSDARG00000029463
ZDB-GENE-070912-132	gzm3	100000986	ENSDARG00000078451
ZDB-GENE-070912-135	gzm3.3	100001138	ENSDARG00000093990
ZDB-GENE-070912-136	gzm3.4	100001210	ENSDARG00000076814
ZDB-GENE-070912-138	si:ch211-165f21.6	565686	ENSDARG00000090099
ZDB-GENE-070912-141	kif5aa	566086	ENSDARG00000098936
ZDB-GENE-070912-145	si:ch211-167j6.3	100002866	ENSDARG00000095504
ZDB-GENE-070912-147	hce2l1	564183	ENSDARG00000058409
ZDB-GENE-070912-148	tmtc4	560605	ENSDARG00000020447
ZDB-GENE-070912-15	si:ch211-119o8.4	799453	ENSDARG00000075562
ZDB-GENE-070912-155	si:ch211-173m16.2	108191294	ENSDARG00000093284
ZDB-GENE-070912-159	gpr18	556711	ENSDARG00000062009
ZDB-GENE-070912-160	si:ch211-184m13.4	798560	ENSDARG00000079522
ZDB-GENE-070912-162	si:ch211-188c16.1	562677	ENSDARG00000077288
ZDB-GENE-070912-163	c8b	793127	ENSDARG00000039517
ZDB-GENE-070912-17	si:ch211-119o8.6	556659	ENSDARG00000026972
ZDB-GENE-070912-170	kcnb2a	555921	ENSDARG00000038862
ZDB-GENE-070912-171	dhx9	568043	ENSDARG00000079725
ZDB-GENE-070912-172	carf	555728	ENSDARG00000019950
ZDB-GENE-070912-173	kirrel1b	100170816	ENSDARG00000056998
ZDB-GENE-070912-174	si:ch211-195h23.3	100170660	ENSDARG00000068431
ZDB-GENE-070912-176	gbp3	563072	ENSDARG00000003244
ZDB-GENE-070912-179	chd7	569471	ENSDARG00000075211
ZDB-GENE-070912-18	rbp1.2	100141334	ENSDARG00000038742
ZDB-GENE-070912-180	rasal2	793730	ENSDARG00000036257
ZDB-GENE-070912-181	tox	569666	ENSDARG00000032317
ZDB-GENE-070912-182	mplkip	100003564	ENSDARG00000078986
ZDB-GENE-070912-183	carmil3	100537031	ENSDARG00000086990
ZDB-GENE-070912-190	mfsd9	100150581	ENSDARG00000074728
ZDB-GENE-070912-193	si:ch211-218d20.15	100535090	ENSDARG00000094660
ZDB-GENE-070912-195	ftr11	569723	ENSDARG00000038646
ZDB-GENE-070912-197	adcy8	100148976	ENSDARG00000031783
ZDB-GENE-070912-198	si:ch211-220f16.1	100536354	ENSDARG00000093977
ZDB-GENE-070912-199	si:ch211-220f16.2	797650	ENSDARG00000007976
ZDB-GENE-070912-2	smtnb	664685	ENSDARG00000059442
ZDB-GENE-070912-20	atad5a	560591	ENSDARG00000070568
ZDB-GENE-070912-204	kbtbd7	794299	ENSDARG00000078001
ZDB-GENE-070912-207	pde11a	561338	ENSDARG00000063732
ZDB-GENE-070912-208	si:ch211-222f23.6	100141493	ENSDARG00000042880
ZDB-GENE-070912-209	commd6	792620	ENSDARG00000074204
ZDB-GENE-070912-21	adap2	100331455	ENSDARG00000070565
ZDB-GENE-070912-212	satb2	563435	ENSDARG00000061885
ZDB-GENE-070912-214	ece2a	100002136	ENSDARG00000068021
ZDB-GENE-070912-216	vwa5b2	101882427	ENSDARG00000075886
ZDB-GENE-070912-22	si:ch211-11k18.4	559333	ENSDARG00000087869
ZDB-GENE-070912-220	atcayb	100329872	ENSDARG00000059781
ZDB-GENE-070912-222	tmem71	570302	ENSDARG00000079784
ZDB-GENE-070912-225	ftr03	100301515	ENSDARG00000018506
ZDB-GENE-070912-228	ftr06	797387	ENSDARG00000053450
ZDB-GENE-070912-229	ftr07	570209	ENSDARG00000078446
ZDB-GENE-070912-238	ghsra	795753	ENSDARG00000056230
ZDB-GENE-070912-242	mab21l3	558164	ENSDARG00000076013
ZDB-GENE-070912-243	igsf3	557878	ENSDARG00000077002
ZDB-GENE-070912-251	vav3b	559145	ENSDARG00000075962
ZDB-GENE-070912-258	b4galt2	100148828	ENSDARG00000077994
ZDB-GENE-070912-263	si:ch73-14h1.2	100004603	ENSDARG00000060622
ZDB-GENE-070912-265	si:ch211-267e7.3	567853	ENSDARG00000075487
ZDB-GENE-070912-266	olfml2bb	567907	ENSDARG00000021480
ZDB-GENE-070912-268	ppp2r3b	566032	ENSDARG00000076004
ZDB-GENE-070912-27	mgat4a	563038	ENSDARG00000063330
ZDB-GENE-070912-270	phf20a	563332	ENSDARG00000002750
ZDB-GENE-070912-272	pip4k2ab	555920	ENSDARG00000063544
ZDB-GENE-070912-274	col8a1a	557795	ENSDARG00000077403
ZDB-GENE-070912-276	marchf11	798174	ENSDARG00000075212
ZDB-GENE-070912-277	myo10	569779	ENSDARG00000017004
ZDB-GENE-070912-282	dnah7	561639	ENSDARG00000060165
ZDB-GENE-070912-285	hbl1	100007982	ENSDARG00000068221
ZDB-GENE-070912-286	hbl2	566971	ENSDARG00000094681
ZDB-GENE-070912-287	hbl4	100137128	ENSDARG00000054202
ZDB-GENE-070912-288	cbln13	100144567	ENSDARG00000026904
ZDB-GENE-070912-289	si:ch211-284o19.8	100007937	ENSDARG00000053836
ZDB-GENE-070912-29	cracdla	101883152	ENSDARG00000097160
ZDB-GENE-070912-291	fhip1b	100001896	ENSDARG00000078188
ZDB-GENE-070912-293	cyp7b1	570455	ENSDARG00000008858
ZDB-GENE-070912-294	tmeff1a	570409	ENSDARG00000008191
ZDB-GENE-070912-298	kif2c	100136875	ENSDARG00000076228
ZDB-GENE-070912-300	oc90	568941	ENSDARG00000001721
ZDB-GENE-070912-301	kcnq3	799747	ENSDARG00000060085
ZDB-GENE-070912-309	cd28l	100004384	ENSDARG00000069978
ZDB-GENE-070912-31	xcl32a.1	101884242	
ZDB-GENE-070912-310	si:ch211-67e16.3	100004440	ENSDARG00000078193
ZDB-GENE-070912-311	si:ch211-67e16.4	558404	ENSDARG00000086317
ZDB-GENE-070912-313	ttll4	558702	ENSDARG00000078935
ZDB-GENE-070912-314	arhgap15	100003547	ENSDARG00000062349
ZDB-GENE-070912-316	ftr26	560716	ENSDARG00000092961
ZDB-GENE-070912-319	ftr20	619192	
ZDB-GENE-070912-32	ccl34a.4	100170820	ENSDARG00000090873
ZDB-GENE-070912-320	si:ch211-77g15.32	326086	ENSDARG00000095362
ZDB-GENE-070912-322	ftr23	560494	ENSDARG00000067985
ZDB-GENE-070912-328	dgkh	100137124	ENSDARG00000018716
ZDB-GENE-070912-329	rit1	793942	ENSDARG00000069150
ZDB-GENE-070912-33	ccl34a.3	100003896	ENSDARG00000094983
ZDB-GENE-070912-330	irf4a	100002070	ENSDARG00000006560
ZDB-GENE-070912-333	si:ch73-18b11.2	101886862	ENSDARG00000094978
ZDB-GENE-070912-34	si:ch211-122l24.6	557261	ENSDARG00000112759
ZDB-GENE-070912-340	them6	569944	ENSDARG00000100260
ZDB-GENE-070912-341	si:ch73-52e5.2	100142654	ENSDARG00000103914
ZDB-GENE-070912-343	krt222	100003752	ENSDARG00000071518
ZDB-GENE-070912-345	si:dkey-100n23.3	571373	ENSDARG00000062148
ZDB-GENE-070912-347	si:dkey-100n23.5	793886	ENSDARG00000086911
ZDB-GENE-070912-349	pimr55	555841	ENSDARG00000057769
ZDB-GENE-070912-35	si:ch211-125e6.11	100170830	ENSDARG00000025783
ZDB-GENE-070912-350	si:dkey-10f21.4	100137126	ENSDARG00000057743
ZDB-GENE-070912-352	slitrk3b	100007758	ENSDARG00000074739
ZDB-GENE-070912-354	grin3ba	566411	ENSDARG00000005364
ZDB-GENE-070912-357	si:dkey-11f4.16	570890	ENSDARG00000099799
ZDB-GENE-070912-358	ndufa4l2a	100003066	ENSDARG00000103114
ZDB-GENE-070912-36	si:ch211-125e6.12	100126100	ENSDARG00000092090
ZDB-GENE-070912-360	bpifcl	100003132	ENSDARG00000099980
ZDB-GENE-070912-362	nlrc9	570229	ENSDARG00000078101
ZDB-GENE-070912-363	nlrc8	570229	ENSDARG00000076819
ZDB-GENE-070912-364	si:dkey-121n8.5	108179100	ENSDARG00000095528
ZDB-GENE-070912-366	si:dkey-121n8.7	108179098	ENSDARG00000094067
ZDB-GENE-070912-367	si:dkey-121n8.8	569635	ENSDARG00000092025
ZDB-GENE-070912-368	si:dkey-127k13.1	100007612	ENSDARG00000060395
ZDB-GENE-070912-37	si:ch211-125e6.13	566620	ENSDARG00000094370
ZDB-GENE-070912-373	pde4ca	565259	ENSDARG00000013221
ZDB-GENE-070912-38	si:ch211-125e6.14	100002523	ENSDARG00000094183
ZDB-GENE-070912-380	si:dkey-154p10.3	563659	ENSDARG00000068366
ZDB-GENE-070912-386	map3k20a	405768	ENSDARG00000006978
ZDB-GENE-070912-387	parp4	558045	ENSDARG00000069934
ZDB-GENE-070912-388	vtcn1	100537676	ENSDARG00000078643
ZDB-GENE-070912-389	trim45	558117	ENSDARG00000076781
ZDB-GENE-070912-39	si:ch211-125e6.5	100002476	ENSDARG00000069381
ZDB-GENE-070912-390	man1a2	335538	ENSDARG00000041728
ZDB-GENE-070912-394	ftr15	571427	ENSDARG00000074118
ZDB-GENE-070912-397	tmem59	566384	ENSDARG00000019033
ZDB-GENE-070912-399	si:dkey-181m9.8	567642	ENSDARG00000078267
ZDB-GENE-070912-400	u2surp	567461	ENSDARG00000061490
ZDB-GENE-070912-401	lrp1bb	559293	ENSDARG00000061517
ZDB-GENE-070912-407	vwa8	561317	ENSDARG00000078593
ZDB-GENE-070912-408	si:dkey-18p12.4	794946	ENSDARG00000079703
ZDB-GENE-070912-411	si:dkey-192g7.3	100321723	ENSDARG00000094012
ZDB-GENE-070912-412	map1sb	565533	ENSDARG00000060326
ZDB-GENE-070912-413	ifi44c1	565664	ENSDARG00000092883
ZDB-GENE-070912-414	rabgap1l2	565728	ENSDARG00000060315
ZDB-GENE-070912-416	fam163aa	100321107	ENSDARG00000077470
ZDB-GENE-070912-417	nrd1a	565850	ENSDARG00000019596
ZDB-GENE-070912-42	si:ch211-125e6.8	100002675	ENSDARG00000094518
ZDB-GENE-070912-422	otc	794667	ENSDARG00000062147
ZDB-GENE-070912-423	rpgra	571327	ENSDARG00000056617
ZDB-GENE-070912-425	pimr54	100329231	ENSDARG00000057284
ZDB-GENE-070912-426	pimr53	100005956	ENSDARG00000093408
ZDB-GENE-070912-432	plvapa	100136858	ENSDARG00000076972
ZDB-GENE-070912-433	marveld2l	563081	ENSDARG00000061800
ZDB-GENE-070912-438	lectin	560034	ENSDARG00000055833
ZDB-GENE-070912-44	igf2bp2a	100136839	ENSDARG00000003421
ZDB-GENE-070912-441	si:dkey-216e24.9	101883564	ENSDARG00000093418
ZDB-GENE-070912-442	prkag2b	568316	ENSDARG00000001933
ZDB-GENE-070912-443	dars2	571144	ENSDARG00000060861
ZDB-GENE-070912-446	slc25a6	566370	ENSDARG00000005853
ZDB-GENE-070912-448	stag1a	564533	ENSDARG00000061205
ZDB-GENE-070912-449	msl2a	564400	ENSDARG00000038909
ZDB-GENE-070912-457	si:dkey-230i18.2	570229	ENSDARG00000093532
ZDB-GENE-070912-459	pimr49	100005911	ENSDARG00000092075
ZDB-GENE-070912-46	afg3l2	569168	ENSDARG00000062272
ZDB-GENE-070912-460	pimr52	100006411	ENSDARG00000057265
ZDB-GENE-070912-462	pimr141	100006444	ENSDARG00000057253
ZDB-GENE-070912-463	pimr50	100006144	ENSDARG00000095093
ZDB-GENE-070912-464	pimr51	100006181	ENSDARG00000069033
ZDB-GENE-070912-465	pimr140	567487	ENSDARG00000077665
ZDB-GENE-070912-472	gad1a	100329827	ENSDARG00000093411
ZDB-GENE-070912-475	csrnp1a	560270	ENSDARG00000031426
ZDB-GENE-070912-476	vopp1a	100007510	ENSDARG00000038979
ZDB-GENE-070912-478	nlrc7	556007	ENSDARG00000078234
ZDB-GENE-070912-480	kif1ab	566766	ENSDARG00000062024
ZDB-GENE-070912-481	espnlb	566645	ENSDARG00000093112
ZDB-GENE-070912-482	myo7bb	566034	ENSDARG00000077201
ZDB-GENE-070912-483	ftr36	100126118	ENSDARG00000095678
ZDB-GENE-070912-486	ftr37	567984	ENSDARG00000092745
ZDB-GENE-070912-487	ftr38	568045	ENSDARG00000095678
ZDB-GENE-070912-490	ttc19	564788	ENSDARG00000074435
ZDB-GENE-070912-491	smarcd3a	564652	ENSDARG00000038786
ZDB-GENE-070912-5	thap4	567037	ENSDARG00000077323
ZDB-GENE-070912-500	htr2aa	560808	ENSDARG00000057029
ZDB-GENE-070912-506	vipr1a	100334247	ENSDARG00000028878
ZDB-GENE-070912-508	si:dkey-29d8.3	556220	ENSDARG00000091879
ZDB-GENE-070912-509	cables1	100126070	ENSDARG00000099395
ZDB-GENE-070912-512	hivep1	100000517	ENSDARG00000103658
ZDB-GENE-070912-521	kiss1ra	561898	ENSDARG00000002728
ZDB-GENE-070912-523	mpp4a	100535324	ENSDARG00000058222
ZDB-GENE-070912-525	pappa2	567038	ENSDARG00000076020
ZDB-GENE-070912-527	si:dkey-3d4.3	555952	ENSDARG00000074079
ZDB-GENE-070912-530	marchf6	100002072	ENSDARG00000076066
ZDB-GENE-070912-531	ankrd33bb	557905	ENSDARG00000015589
ZDB-GENE-070912-532	ctnnd2b	558069	ENSDARG00000003779
ZDB-GENE-070912-533	toe1	568260	ENSDARG00000077544
ZDB-GENE-070912-536	pimr67	100007481	
ZDB-GENE-070912-537	pimr66	100007494	
ZDB-GENE-070912-539	pimr65	100007514	
ZDB-GENE-070912-541	slc9a2	562904	ENSDARG00000058780
ZDB-GENE-070912-542	si:dkey-4e7.3	402865	ENSDARG00000042124
ZDB-GENE-070912-543	si:dkey-4i23.5	103910067	ENSDARG00000092137
ZDB-GENE-070912-546	agtr1a	794575	ENSDARG00000018616
ZDB-GENE-070912-547	nck1a	564584	ENSDARG00000074262
ZDB-GENE-070912-549	samd7	563729	ENSDARG00000060354
ZDB-GENE-070912-550	tspan37	564334	ENSDARG00000095090
ZDB-GENE-070912-551	apoda.2	100148022	ENSDARG00000060350
ZDB-GENE-070912-552	slc1a8b	564474	ENSDARG00000032465
ZDB-GENE-070912-553	zeb2a	100003889	ENSDARG00000062338
ZDB-GENE-070912-554	fam117bb	100003476	ENSDARG00000009839
ZDB-GENE-070912-555	plppr3a	553336	ENSDARG00000010144
